gambar,kota,lokasi,nama_wisata,deskripsi,rating,ulasan,harga_asli,harga_diskon,cluster,label
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/7861809146758/Fly-boarding--Jet-ski--Banana-Boat-by-Bali-Best-Adventure-8c97b5ab-73f3-4649-861b-4f75b581e1a6.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Tanjung Benoa, Badung Regency",Fly boarding -Jet ski- Banana Boat by Bali Best Adventure,"Rasakan keseruan dan tantangan petualangan air di Tanjung Benoa dengan paket harga murah berkualitas! Taklukkan rasa takutmu dengan mengarungi laut menggunakan Jet Ski, nikmati sensasi terbang di udara dengan Fly Board yang sedang tren, dan bergembiralah bersama pasangan, teman, atau keluarga menaiki Banana Boat. Aktivitas-aktivitas seru, menegangkan, dan menyenangkan ini sangat cocok untuk Anda sang petualang!",0.0,0 reviews,1150000,632500,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/8141425804688/Anggita-Spa-Petitenget-a8efb21e-40ae-4d2e-b392-93c009e3433c.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Seminyak, Kuta",Anggita Spa Petitenget,"Anggita Spa adalah tempat perawatan tubuh dan kecantikan strategis yang menawarkan berbagai layanan relaksasi seperti pijat, refleksiologi, lulur, manikur, pedikur, serta layanan kecantikan seperti potong rambut, creambath, nail extension, dan eyelash extension. Nikmati perawatan berkualitas dengan produk pilihan, peralatan steril, tempat dan suasana yang menenangkan, serta terapis yang ramah dan berpengalaman",8.0,3 reviews,100000,85000,3,Spa dan Perawatan
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/5467930163719/Ticket-Fast-Cruise-to-Nusa-Penida-Island-from-Bali-35874714-9a53-4335-af31-649beed38001.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Sanur, Sanur",Fast Cruise Ticket to Nusa Penida & Nusa Lembongan from Sanur,"Ingin merasakan yang terbaik dari Bali? Jelajahi pesona Nusa Penida atau Nusa Lembongan dengan keberangkatan dari Pelabuhan Matahari Terbit Sanur dan kembali sesuai jadwal Anda. Nikmati perjalanan menyenangkan dengan Fast Cruise modern dan layanan staf yang ramah. Jangan lupa konfirmasi 1-2 hari sebelum keberangkatan untuk informasi loket pengambilan tiket. Bersiaplah untuk takjub dengan pemandangan tropis yang indah: air jernih, pantai berpasir putih, dan pohon palem yang melimpah dalam tur yang berbeda dan tak terlupakan ini!",0.0,0 reviews,375000,250000,2,Wisata Pantai
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/3057448786987/Paket-Tur-Pura-Lempuyang-Air-Terjun-Tukad-Cepung---10-Jam-Private--c25ec9f1-083a-47e5-9ca5-2df0eaa71eab.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Abang, Karangasem","Paket Tur Pura Lempuyang, Air Terjun Tukad Cepung -  10 Jam Private","Ikuti tur 10 jam yang menyegarkan untuk menjelajahi keindahan alam dan budaya Bali! Anda akan mengunjungi Pura Lempuyang dengan pemandangan indah gunung, menikmati kesegaran dan keindahan Air Terjun Tukad Cepung saat sinar matahari menembus airnya, serta menikmati makan siang santai di Istana Air Tirta Gangga yang menawan. Pesan sekarang dan rasakan pengalaman tak terlupakan di Bali",0.0,0 reviews,1000000,900000,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/9957047069057/TEMPLE-RUN-ATV-by-Gosek-Adventure-4b0a7d6f-fe50-41dc-a41e-22715999500f.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Tampaksiring, Gianyar",TEMPLE RUN ATV by Gosek Adventure,"Gosek Adventure seringkali disebut sebagai pilihan utama di Bali bagi pengendara ATV profesional yang mencari pengalaman mendebarkan. Jalur mereka terkenal menantang, melewati ""Gua TEMPLE RUN Viral"" dan lanskap beragam yang meliputi sawah, pura, dan hutan lebat. Pengendara seringkali memuji jalur menanjak dan menurun yang mengasyikkan, bersama dengan kesenangan melintasi kubangan lumpur. Aspek-aspek utama yang membuat Gosek Adventure menarik adalah jalur yang menantang dengan medan bervariasi, fitur unik ""Gua Temple Run"", perlengkapan keselamatan lengkap, serta ulasan positif dari pengunjung yang memuji pemandu yang membantu dan petualangan yang tak terlupakan.",0.0,0 reviews,1400000,850000,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/8371753906374/BALI-DAY-TRIP-UBUD-ATV-TOUR---ALVA-TRAVELINDO-b7046745-8725-4ee5-996d-f79db6dfad7c.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"West Denpasar, Denpasar",BALI DAY TRIP UBUD & ATV TOUR - ALVA TRAVELINDO,"Jelajahi tempat wisata populer di Ubud, Bali bersama ALVA TRAVELINDO! Tur ini akan membawa Anda mengunjungi Air Terjun Tegenungan, Pura Tirta Empul yang terkenal dengan air sucinya, menguji adrenalin di Bali Swing dengan pemandangan indah, berswafoto di tengah sawah hijau Tegallalang Rice Terrace, dan berinteraksi langsung dengan monyet di Monkey Forest. Nikmati perjalanan yang nyaman dan aman dengan kendaraan kami, dan ciptakan kenangan terbaik selama liburan Anda di Bali!",0.0,0 reviews,195000,165750,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/5087778915796/Tibumana-waterfall-Kintamani-Volcano-Tegalalang-Rice-Terrace---Best-of-Bali-One-Day-Tour-68df7a57-b70c-4f57-84df-d7d70f697948.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Kintamani, Bangli","Tibumana waterfall, Kintamani Volcano & Tegalalang Rice Terrace - Best of Bali One Day Tour","Nikmati perjalanan singkat namun berkesan menjelajahi spot terbaik Bali dalam sehari! Setelah penjemputan, Anda akan diajak ke Hutan Monyet Ubud yang eksotis, dilanjutkan dengan keindahan tersembunyi Air Terjun Tibumana. Kemudian, nikmati makan siang atau kopi dengan pemandangan spektakuler gunung berapi aktif di Kintamani, dan akhiri tur dengan kekaguman pada terasering sawah Tegalalang yang unik dan tenang, tempat yang sempurna untuk berfoto. Urutan perjalanan ini fleksibel dan dapat disesuaikan dengan preferensi Anda.",4.0,1 review,600000,510000,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/7808994965827/Jet-Ski-Tur-4-Jam-72897d96-1e97-4613-aba9-14264885b480.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Tanjung Benoa, Badung Regency",Jet Ski Tour 4 Hours,"Nikmati petualangan 4 jam yang tak terlupakan! Anda akan diajak berpetualang melewati tebing Water Blow yang menakjubkan, melakukan snorkeling untuk melihat keindahan bawah laut, mengunjungi Pantai Pandawa yang mempesona, dan menikmati makan siang lezat di Restoran Pinisi tepi laut. Kami juga menyediakan dokumentasi gratis berupa Video HD dan Foto HD untuk mengabadikan momen-momen seru Anda. Tur ini juga dilengkapi dengan asuransi perjalanan. Tambahan lagi, Anda bisa menikmati keseruan tur Jet Ski!",0.0,0 reviews,11107850,9659000,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/4573761686020/Mount-Batur-Jeep-sunrise-Tour-3d0cd665-3e85-4105-922d-819fcea73ca5.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Ubud, Gianyar",Mount Batur Jeep sunrise Tour,"Lengkapi liburan Anda di Bali dengan mengikuti tur kami untuk menikmati matahari terbit yang menakjubkan dan pemandangan kaldera yang indah dari Gunung Batur, serta menjelajahi sekitarnya dengan jeep. Anda juga akan berkesempatan berinteraksi dengan penduduk lokal dan melihat hamparan lava hitam yang unik.",10.0,5 reviews,600000,400000,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/3067932682338/Private-Tour-in-Ubud-Bali---By-Alva-Travelindo-27e6240d-ad88-4c67-9d50-75c7d7cc3a15.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Ubud, Gianyar",Private Tour in Ubud Bali - By Alva Travelindo,"Jelajahi Ubud yang populer dengan ALVA TRAVELINDO! Awali petualangan off-road seru mengendarai ATV beroda 4 melintasi hutan, goa alami sepanjang 700 meter, air terjun, dan sungai. Kemudian, kunjungi Pura Tirta Empul yang terkenal dengan air sucinya, Alas Harum Bali dengan pemandangan alam indah dan spot foto menarik seperti Glass Flooring dan Swing, serta berinteraksi langsung dengan monyet di Monkey Forest. Nikmati makan siang lezat dengan pemandangan menyegarkan di Restoran Bebek Jonu.",0.0,0 reviews,210000,178500,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/4077496936681/Promo-Tickets-for-Exciting-Activities-in-Ubud-08ffda4e-9047-48e1-ac0a-d7e8e19419c0.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Ubud, Gianyar",Promo Tickets for Exciting Activities in Ubud,"Lupakan hiruk pikuk kota dan nikmati healing di Ubud, Bali! Hiruplah udara segar, kagumi hutan hijau dan sawah yang membentang, serta rasakan suasana pedesaan yang tenang. Kami menawarkan wisata petualangan unik mengelilingi pedesaan dengan sepeda atau skuter, serta pengalaman mendebarkan menyusuri Sungai Ayung dengan arung jeram yang dipandu oleh profesional. Nikmati pemandangan indah saat melayang menyusuri sungai, pacu adrenalin melewati jeram kecil dan air terjun, serta abadikan momen seru Anda dengan latar belakang lanskap yang Instagramable. Jangan lewatkan pengalaman seru dan unik ini saat berlibur ke Bali!",0.0,0 reviews,250000,212500,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/6406998028157/Telkomsel-Bingin-Sim-Card-70d7c0c6-854d-4bd9-ad12-8544c4661e13.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Pecatu, Badung Regency",Telkomsel Bingin Sim Card,"Dapatkan kartu perdana Telkomsel Anda di IT'S MOBILE BINGIN, stan distribusi resmi Telkomsel Bali di Bingin, Uluwatu! Kami melayani isi ulang pulsa & paket internet, registrasi cepat & terpercaya (biaya registrasi sudah termasuk), dan menyediakan Mifi/Wifi perjalanan. Dapatkan juga gratis gantungan kunci!",0.0,0 reviews,450000,400000,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/7951818952040/Sans-Indian-Cuisine-by-iNi-Vie-Hospitality-d7d08738-5317-4d96-968b-67a4be47af1a.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Tegallalang, Gianyar",Sans Indian Cuisine by iNi Vie Hospitality,"Nikmati cita rasa unik dan menggugah selera dari masakan India otentik di Sans Indian Cuisine, yang berlokasi dekat dengan Teras Sawah Tegalalang di jantung Ubud. Kami hanya menggunakan bahan-bahan pilihan berkualitas tinggi untuk menyajikan hidangan India asli, lengkap dengan minuman khas yang dibuat dengan penuh semangat oleh koki kami. Buka setiap hari Senin hingga Minggu dari pukul 12.00 hingga 22.00, Sans Indian Cuisine adalah restoran India yang wajib Anda kunjungi! Cicipi Cita Rasa India di Jantung Ubud!",0.0,0 reviews,200000,160000,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/4355764811762/Uluwatu-tour-di-Bali-Selatan-ed164cf0-c076-4e40-9eb9-1f3fe1cef68a.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Pecatu, Badung Regency",Uluwatu tour di Bali Selatan,"Nikmati petualangan seru dalam Uluwatu Tour yang akan membawa Anda ke berbagai destinasi menarik di Bali Selatan. Awali hari Anda dengan berbagai wahana air yang menyenangkan di Pantai Tanjung Benoa, seperti parasailing, jet ski, dan snorkeling. Kemudian, kunjungi Garuda Wisnu Kencana (GWK) Cultural Park untuk melihat patung megah dan menyaksikan pertunjukan budaya Bali. Bersantai di keindahan Pantai Padang Padang yang berpasir putih sebelum menuju Pura Uluwatu untuk menikmati pemandangan laut yang spektakuler dari atas tebing dan menyaksikan Tarian Kecak yang magis saat matahari terbenam. Akhiri hari Anda dengan makan malam hidangan laut segar yang romantis di tepi Pantai Jimbaran",0.0,0 reviews,350000,297500,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/9227479445592/Charter-Fastboat-by-Caspla-Bali-Group-435b2217-1466-4ae4-baf1-35b1dc7f6a6e.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"West Denpasar, Denpasar",Charter Fastboat by  Caspla Bali Group,"Caspla Bali Boat menyediakan transportasi laut dari Sanur atau Serangan menuju Nusa Penida, dan sebaliknya. Nikmati pemandangan laut biru atau hijau yang memukau langsung dari atas fast boat yang bisa Anda nikmati bersama grup atau rombongan Anda, serasa memiliki fast boat pribadi dengan berbagai pilihan kapasitas yang sesuai kebutuhan Anda",0.0,0 reviews,15500000,13175000,2,Wisata Pantai
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/7684491839106/Empathy-School-Tour--58ad4c5e-b723-4903-b05b-67caeb389e76.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Pejeng Kangin, Gianyar",Empathy School Tour,"Kunjungi Empathy School International di Ubud, sebuah sekolah progresif berbasis alam untuk anak usia 2-14 tahun, yang diprakarsai oleh lulusan Universitas Harvard. Dikembangkan berdasarkan penelitian pendidikan holistik dan berbasis bukti terbaru dari Harvard, sekolah ini menampilkan arsitektur tradisional Bali yang menakjubkan di tengah alam. Selama kunjungan Anda, Anda akan memiliki kesempatan unik untuk berdiskusi langsung dengan pendiri kami, Eric Gonzalez-Payne (lulusan Harvard), dan bertemu dengan Echo Hui, seorang pendidik dan pemimpin bisnis inspiratif yang diakui oleh Stanford Seed Business 2024. Jelajahi fasilitas ramah lingkungan kami, mulai dari kebun organik tempat siswa belajar tentang kehidupan berkelanjutan hingga ruang pertunjukan terbuka untuk kegiatan budaya dan pusat pembelajaran berbasis teknologi. Anda dapat menikmati buah-buahan segar, memainkan seruling bambu, dan bahkan menari di kehangatan lumpur! Selain itu, nikmati camilan lezat dan terima hadiah khusus dari merek lokal untuk dibawa pulang saat Anda mengikuti tur ini. Pesan tur Anda sekarang dan temukan masa depan yang lebih baik untuk anak-anak Anda",0.0,0 reviews,400000,350000,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/4489053094542/Professional-Photo-Shoot-in-Bali-ce9e6e02-a054-4c59-82d8-f1e50b084314.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Marga, Tabanan",Professional Photo Shoot in Bali,"Atur sesi pemotretan pribadi Anda di Bali dengan fotografer profesional lokal! Anda bebas memilih lokasi yang Anda sukai untuk mengabadikan momen-momen terbaik perjalanan Anda, mulai dari latar belakang urban yang unik, ikon budaya, hingga suasana jalanan yang hidup. Dalam waktu satu hari setelah pemotretan, Anda akan menerima semua foto yang telah diedit dengan resolusi tinggi. Bersiaplah untuk menunjukkan pose terbaik Anda dan membuat Instagram Anda bersinar",0.0,0 reviews,2816077,2448763,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/3930160329668/Mount-Agung-Sunrise-Trekking-Tour-649e47f8-1beb-4591-9002-9ed823c6527e.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Tulamben, Karangasem",Mount Agung Sunrise Trekking Tour,"Taklukkan tantangan mendaki Gunung Agung, gunung tertinggi di Bali (± 3.044 mdpl), dan nikmati pemandangan 360 derajat yang memukau dari puncaknya! Anda akan ditemani oleh pemandu lokal yang ramah dan berpengalaman dalam wisata alam petualangan terbaik di Pulau Dewata ini. Persiapkan kondisi fisik dan kesehatan prima Anda untuk pengalaman mendaki yang tak terlupakan",0.0,0 reviews,1200000,1020000,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/2000624380501/Afternoon-Tea-in-Tanah-Gajah-40062eb6-b539-4975-b0c5-608f007ca816.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Kemenuh, Gianyar",Afternoon Tea in Tanah Gajah,"Bersantailah sambil menikmati afternoon tea yang elegan dengan pemandangan sawah yang indah di Tanah Gajah. Sambil mengobrol dengan orang tercinta, cicipi pilihan teh dan kopi premium ditemani berbagai camilan lezat seperti curry puff dan kue cokelat. Nikmati suasana sore yang tenang dikelilingi oleh arsitektur Bali yang menawan dan koleksi seni Indonesia milik Hendra Hadiprana",10.0,2 reviews,521812,453750,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/7029475807021/Kintamani-e-bike-by-eco-bike-coffee-af1b6acc-6559-41fb-9315-8f2303496045.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Kintamani, Bangli",Kintamani e-bike by eco bike coffee,"Rasakan sensasi berbeda berwisata alam dengan mengayuh sepeda gunung elektrik di perbukitan hijau Kintamani, hutan pinus, kebun kopi, Danau Batur, hingga jalur lava hitam. Anda tidak perlu khawatir lelah menanjak! Sepeda sudah disediakan, dan Anda akan diajak melewati spot-spot foto dengan pemandangan indah. Tur berdurasi 2-3 jam ini akan ditemani pemandu berpengalaman dan dilindungi asuransi, memastikan Anda menikmati sejuknya udara Kintamani tanpa kelelahan",0.0,0 reviews,977500,850000,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/3539797944285/Fly-Fish-and-Extra-Water-Activities-in-Nusa-Dua-74b37472-4123-4bc8-ab70-c4483fa69038.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Tanjung Benoa, Badung Regency",Fly Fish and Extra Water Activities in Nusa Dua,"Rasakan adrenalin yang mengguncang saat terbang dan mendarat di permukaan air laut dengan Flying Fish Adventure! Anda akan berbaring terlentang di perahu karet berbentuk sirip ikan yang ditarik kencang oleh fast boat, didampingi instruktur lokal yang menjaga keseimbangan Anda saat terbang tinggi. Nikmati pemandangan pantai Tanjung Benoa dan Nusa Dua dari udara selama satu putaran yang mendebarkan. Petualangan ini cocok untuk pemula dan dapat dikombinasikan dengan pilihan aktivitas air lainnya seperti Jet Ski, Parasailing Adventure, atau Tubing Ride. Dapatkan penjemputan gratis untuk area Nusa Dua dan Tanjung Benoa untuk semua pilihan voucher",0.0,0 reviews,615000,522750,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/7684872889324/Sunrise-Jeep-Volcano-Adventure-One-Day-Tour-9e42b4b0-234b-40d5-ac05-4bac6cf4322f.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Kintamani, Bangli",Sunrise Jeep Volcano Adventure One Day Tour,"Saksikan keindahan pemandangan matahari terbit Kintamani dan jelajahi GeoPark Gunung Batur dengan paket tur Sunrise Jeep Volcano Adventure kami! Anda akan diajak melihat hamparan Black Lava dan Black Sand di sekitar Danau Batur, serta mengunjungi Bali Coffee Plantation untuk melihat proses pembuatan kopi Arabika dan kopi Bali. Nikmati tur privat ini, tanpa digabung dengan peserta lain, untuk merasakan keajaiban alam dan budaya Kintamani Bali secara eksklusif",0.0,0 reviews,732375,585900,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/8505051948521/Nusa-Dua-Tubing-Ride-with-Extra-Water-Activities-abfb21e3-bb23-4184-8263-b898e18df6c9.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Tanjung Benoa, Badung Regency",Nusa Dua Tubing Ride with Extra Water Activities,"Nikmati permainan Tubing Ride yang mudah, nyaman, dan menantang kecepatan di permukaan air Pantai Tanjung Benoa! Anda akan duduk dan berpegangan erat di perahu karet yang ditarik cepat oleh fast boat, memberikan sensasi tersendiri di atas air. Lengkapi pengalaman olahraga air Anda dengan paket 2 permainan di setiap pilihan voucher, termasuk kombinasi dengan Banana Boat, Jet Ski, atau bahkan Sea Walker untuk berjalan dan mengenal kehidupan bawah laut. Silakan pilih dari 3 pilihan voucher Tubing Ride dan aktivitas lainnya beserta pilihan jam yang tersedia",0.0,0 reviews,450000,355000,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/7909942982693/BALI-STAY-3-NIGHTS-PAY-2-NIGHTS-8ef53049-1369-4f07-85ff-597bd121f8da.png?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Legian, Kuta",ONEASIA BALI STAY 3 NIGHTS PAY 2 NIGHTS BASED ON CHAMPLUNG MAS HOTEL,"Jelajahi Bali lebih lama dan hemat dengan promo spesial di Champlung Mas Hotel Legian! Dapatkan kesempatan menginap 4 hari 3 malam, namun hanya membayar untuk 2 malam. Nikmati liburan tak terlupakan dengan mengunjungi tempat wisata ikonik seperti Tanah Lot dan Uluwatu, serta saksikan matahari terbenam yang indah di tepi Pantai Kuta",0.0,0 reviews,2305000,1959250,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/2001925987854/Best-of-East-Bali-Tour---10-Hours-12f09db0-ba71-4f7b-844b-16a666ca969e.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Tirta Gangga, Karangasem",Best of East Bali Tour - 10 Hours,"Jelajahi keindahan Bali Timur selama 10 jam dan temukan destinasi-destinasi menakjubkan seperti Goa Lawah, Tirta Gangga, dan Taman Ujung. Anda juga akan berkesempatan mempelajari budaya Bali dan berinteraksi dengan warga lokal di Desa Tenganan. Nikmati perjalanan yang nyaman dan tanpa ribet dengan layanan penjemputan dan pengantaran dari dan ke hotel Anda. Pesan tur Anda sekarang untuk pengalaman seru di Bali Timur",7.0,2 reviews,212750,185000,4,Layanan Wisata
